Provincias;Sexo;Periodo;Total
30 Murcia;Total;2009;18.571
30 Murcia;Total;2008;19.386
30 Murcia;Total;2007;18.602
30 Murcia;Total;2006;18.091
30 Murcia;Total;2005;17.330
30 Murcia;Total;2004;16.677
30 Murcia;Total;2003;16.444
30 Murcia;Total;2002;15.489
30 Murcia;Total;2001;14.990
30 Murcia;Total;2000;14.195
30 Murcia;Total;1999;13.099
30 Murcia;Total;1998;12.790
30 Murcia;Total;1997;12.979
30 Murcia;Total;1996;12.649
30 Murcia;Total;1995;12.570
30 Murcia;Total;1994;12.494
30 Murcia;Total;1993;13.350
30 Murcia;Total;1992;13.770
30 Murcia;Total;1991;13.790
30 Murcia;Total;1990;13.869
30 Murcia;Total;1989;13.992
30 Murcia;Total;1988;13.979
30 Murcia;Total;1987;13.996
30 Murcia;Total;1986;13.958
30 Murcia;Total;1985;14.546
30 Murcia;Total;1984;14.862
30 Murcia;Total;1983;15.344
30 Murcia;Total;1982;16.575
30 Murcia;Total;1981;16.758
30 Murcia;Total;1980;18.204
30 Murcia;Total;1979;18.758
30 Murcia;Total;1978;18.942
30 Murcia;Total;1977;19.103
30 Murcia;Total;1976;19.649
30 Murcia;Total;1975;18.484
30 Murcia;Hombres;2022;6.849
30 Murcia;Hombres;2021;7.097
30 Murcia;Hombres;2020;7.157
30 Murcia;Hombres;2019;7.312
30 Murcia;Hombres;2018;7.483
30 Murcia;Hombres;2017;7.729
30 Murcia;Hombres;2016;8.017
30 Murcia;Hombres;2015;8.177
30 Murcia;Hombres;2014;8.493
30 Murcia;Hombres;2013;8.294
30 Murcia;Hombres;2012;8.681
30 Murcia;Hombres;2011;9.005
30 Murcia;Hombres;2010;9.320
30 Murcia;Hombres;2009;9.573
30 Murcia;Hombres;2008;9.949
30 Murcia;Hombres;2007;9.582
30 Murcia;Hombres;2006;9.380
30 Murcia;Hombres;2005;9.004
30 Murcia;Hombres;2004;8.649
30 Murcia;Hombres;2003;8.552
30 Murcia;Hombres;2002;8.001
30 Murcia;Hombres;2001;7.648
30 Murcia;Hombres;2000;7.293
30 Murcia;Hombres;1999;6.711
30 Murcia;Hombres;1998;6.582
30 Murcia;Hombres;1997;6.660
30 Murcia;Hombres;1996;6.555
30 Murcia;Hombres;1995;6.473
30 Murcia;Hombres;1994;6.485
30 Murcia;Hombres;1993;6.977
30 Murcia;Hombres;1992;7.163
30 Murcia;Hombres;1991;7.007
30 Murcia;Hombres;1990;7.121
30 Murcia;Hombres;1989;7.297
30 Murcia;Hombres;1988;7.284
30 Murcia;Hombres;1987;7.221
30 Murcia;Hombres;1986;7.284
30 Murcia;Hombres;1985;7.511
30 Murcia;Hombres;1984;7.638
30 Murcia;Hombres;1983;8.008
30 Murcia;Hombres;1982;8.499
30 Murcia;Hombres;1981;8.772
30 Murcia;Hombres;1980;9.544
30 Murcia;Hombres;1979;9.759
30 Murcia;Hombres;1978;9.771
30 Murcia;Hombres;1977;9.902
30 Murcia;Hombres;1976;10.130
30 Murcia;Hombres;1975;9.465
30 Murcia;Mujeres;2022;6.538
30 Murcia;Mujeres;2021;6.718
30 Murcia;Mujeres;2020;6.549
30 Murcia;Mujeres;2019;6.952
30 Murcia;Mujeres;2018;7.192
30 Murcia;Mujeres;2017;7.359
30 Murcia;Mujeres;2016;7.511
30 Murcia;Mujeres;2015;7.799
30 Murcia;Mujeres;2014;7.815
30 Murcia;Mujeres;2013;7.811
30 Murcia;Mujeres;2012;8.001
30 Murcia;Mujeres;2011;8.403
30 Murcia;Mujeres;2010;8.719
30 Murcia;Mujeres;2009;8.998
30 Murcia;Mujeres;2008;9.437
30 Murcia;Mujeres;2007;9.020
30 Murcia;Mujeres;2006;8.711
30 Murcia;Mujeres;2005;8.326
30 Murcia;Mujeres;2004;8.028
30 Murcia;Mujeres;2003;7.892
30 Murcia;Mujeres;2002;7.488
30 Murcia;Mujeres;2001;7.342
30 Murcia;Mujeres;2000;6.902
30 Murcia;Mujeres;1999;6.388
30 Murcia;Mujeres;1998;6.208
30 Murcia;Mujeres;1997;6.319
30 Murcia;Mujeres;1996;6.094
30 Murcia;Mujeres;1995;6.097
30 Murcia;Mujeres;1994;6.009
30 Murcia;Mujeres;1993;6.373
30 Murcia;Mujeres;1992;6.607
30 Murcia;Mujeres;1991;6.783
30 Murcia;Mujeres;1990;6.748
30 Murcia;Mujeres;1989;6.695
30 Murcia;Mujeres;1988;6.695
30 Murcia;Mujeres;1987;6.775
30 Murcia;Mujeres;1986;6.674
30 Murcia;Mujeres;1985;7.035
30 Murcia;Mujeres;1984;7.224
30 Murcia;Mujeres;1983;7.336
30 Murcia;Mujeres;1982;8.076
30 Murcia;Mujeres;1981;7.986
30 Murcia;Mujeres;1980;8.660
30 Murcia;Mujeres;1979;8.999
30 Murcia;Mujeres;1978;9.171
30 Murcia;Mujeres;1977;9.201
30 Murcia;Mujeres;1976;9.519
30 Murcia;Mujeres;1975;9.019
31 Navarra;Total;2022;4.759
31 Navarra;Total;2021;5.113
31 Navarra;Total;2020;5.036
31 Navarra;Total;2019;5.371
31 Navarra;Total;2018;5.398
31 Navarra;Total;2017;5.746
31 Navarra;Total;2016;5.894
31 Navarra;Total;2015;6.007
31 Navarra;Total;2014;6.183
31 Navarra;Total;2013;6.075
31 Navarra;Total;2012;6.731
31 Navarra;Total;2011;6.747
31 Navarra;Total;2010;6.778
31 Navarra;Total;2009;6.844
31 Navarra;Total;2008;7.029
31 Navarra;Total;2007;6.595
31 Navarra;Total;2006;6.551
31 Navarra;Total;2005;6.149
31 Navarra;Total;2004;6.293
31 Navarra;Total;2003;6.180
31 Navarra;Total;2002;5.802
31 Navarra;Total;2001;5.710
31 Navarra;Total;2000;5.262
31 Navarra;Total;1999;5.122
31 Navarra;Total;1998;4.952
31 Navarra;Total;1997;4.967
31 Navarra;Total;1996;4.830
31 Navarra;Total;1995;4.627
31 Navarra;Total;1994;4.650
31 Navarra;Total;1993;4.688
31 Navarra;Total;1992;4.549
31 Navarra;Total;1991;4.789
31 Navarra;Total;1990;4.816
31 Navarra;Total;1989;4.860
31 Navarra;Total;1988;4.935
31 Navarra;Total;1987;4.801
31 Navarra;Total;1986;5.168
31 Navarra;Total;1985;5.313
31 Navarra;Total;1984;5.670
31 Navarra;Total;1983;5.865
31 Navarra;Total;1982;6.236
31 Navarra;Total;1981;6.676
31 Navarra;Total;1980;7.024
31 Navarra;Total;1979;7.395
31 Navarra;Total;1978;7.874
31 Navarra;Total;1977;8.357
31 Navarra;Total;1976;8.663
31 Navarra;Total;1975;8.690
31 Navarra;Hombres;2022;2.429
31 Navarra;Hombres;2021;2.634
31 Navarra;Hombres;2020;2.612
31 Navarra;Hombres;2019;2.786
31 Navarra;Hombres;2018;2.710
31 Navarra;Hombres;2017;2.928
31 Navarra;Hombres;2016;3.010
31 Navarra;Hombres;2015;3.077
31 Navarra;Hombres;2014;3.141
31 Navarra;Hombres;2013;3.104
31 Navarra;Hombres;2012;3.467
31 Navarra;Hombres;2011;3.533
31 Navarra;Hombres;2010;3.474
31 Navarra;Hombres;2009;3.508
31 Navarra;Hombres;2008;3.650
31 Navarra;Hombres;2007;3.420
31 Navarra;Hombres;2006;3.289
31 Navarra;Hombres;2005;3.099
31 Navarra;Hombres;2004;3.321
31 Navarra;Hombres;2003;3.153
31 Navarra;Hombres;2002;2.974
31 Navarra;Hombres;2001;2.928
31 Navarra;Hombres;2000;2.733
31 Navarra;Hombres;1999;2.678
31 Navarra;Hombres;1998;2.549
31 Navarra;Hombres;1997;2.563
31 Navarra;Hombres;1996;2.410
31 Navarra;Hombres;1995;2.378
31 Navarra;Hombres;1994;2.394
31 Navarra;Hombres;1993;2.455
31 Navarra;Hombres;1992;2.392
31 Navarra;Hombres;1991;2.513
31 Navarra;Hombres;1990;2.505
31 Navarra;Hombres;1989;2.532
31 Navarra;Hombres;1988;2.523
31 Navarra;Hombres;1987;2.494
31 Navarra;Hombres;1986;2.768
31 Navarra;Hombres;1985;2.745
31 Navarra;Hombres;1984;2.966
31 Navarra;Hombres;1983;3.055
31 Navarra;Hombres;1982;3.241
31 Navarra;Hombres;1981;3.346
31 Navarra;Hombres;1980;3.650
31 Navarra;Hombres;1979;3.870
31 Navarra;Hombres;1978;4.118
31 Navarra;Hombres;1977;4.333
31 Navarra;Hombres;1976;4.516
31 Navarra;Hombres;1975;4.444
31 Navarra;Mujeres;2022;2.330
31 Navarra;Mujeres;2021;2.479
31 Navarra;Mujeres;2020;2.424
31 Navarra;Mujeres;2019;2.585
31 Navarra;Mujeres;2018;2.688
31 Navarra;Mujeres;2017;2.818
31 Navarra;Mujeres;2016;2.884
31 Navarra;Mujeres;2015;2.930
31 Navarra;Mujeres;2014;3.042
31 Navarra;Mujeres;2013;2.971
31 Navarra;Mujeres;2012;3.264
31 Navarra;Mujeres;2011;3.214
31 Navarra;Mujeres;2010;3.304
31 Navarra;Mujeres;2009;3.336
31 Navarra;Mujeres;2008;3.379
31 Navarra;Mujeres;2007;3.175
31 Navarra;Mujeres;2006;3.262
31 Navarra;Mujeres;2005;3.050
31 Navarra;Mujeres;2004;2.972
31 Navarra;Mujeres;2003;3.027
31 Navarra;Mujeres;2002;2.828
31 Navarra;Mujeres;2001;2.782
31 Navarra;Mujeres;2000;2.529
31 Navarra;Mujeres;1999;2.444
31 Navarra;Mujeres;1998;2.403
31 Navarra;Mujeres;1997;2.404
31 Navarra;Mujeres;1996;2.420
31 Navarra;Mujeres;1995;2.249
31 Navarra;Mujeres;1994;2.256
31 Navarra;Mujeres;1993;2.233
31 Navarra;Mujeres;1992;2.157
31 Navarra;Mujeres;1991;2.276
31 Navarra;Mujeres;1990;2.311
31 Navarra;Mujeres;1989;2.328
31 Navarra;Mujeres;1988;2.412
31 Navarra;Mujeres;1987;2.307
31 Navarra;Mujeres;1986;2.400
31 Navarra;Mujeres;1985;2.568
31 Navarra;Mujeres;1984;2.704
31 Navarra;Mujeres;1983;2.810
31 Navarra;Mujeres;1982;2.995
31 Navarra;Mujeres;1981;3.330
31 Navarra;Mujeres;1980;3.374
31 Navarra;Mujeres;1979;3.525
31 Navarra;Mujeres;1978;3.756
31 Navarra;Mujeres;1977;4.024
31 Navarra;Mujeres;1976;4.147
31 Navarra;Mujeres;1975;4.246
32 Ourense;Total;2022;1.341
32 Ourense;Total;2021;1.399
32 Ourense;Total;2020;1.460
32 Ourense;Total;2019;1.469
32 Ourense;Total;2018;1.486
32 Ourense;Total;2017;1.709
32 Ourense;Total;2016;1.781
32 Ourense;Total;2015;1.835
32 Ourense;Total;2014;1.855
32 Ourense;Total;2013;1.863
32 Ourense;Total;2012;1.933
32 Ourense;Total;2011;1.973
32 Ourense;Total;2010;2.054
32 Ourense;Total;2009;2.058
32 Ourense;Total;2008;2.156
32 Ourense;Total;2007;2.073
32 Ourense;Total;2006;2.039
32 Ourense;Total;2005;1.911
32 Ourense;Total;2004;1.901
32 Ourense;Total;2003;2.041
32 Ourense;Total;2002;1.826
32 Ourense;Total;2001;1.809
32 Ourense;Total;2000;1.837
32 Ourense;Total;1999;1.839
32 Ourense;Total;1998;1.826
32 Ourense;Total;1997;1.933
32 Ourense;Total;1996;1.968
32 Ourense;Total;1995;2.060
32 Ourense;Total;1994;2.115
32 Ourense;Total;1993;2.317
32 Ourense;Total;1992;2.270
32 Ourense;Total;1991;2.329
32 Ourense;Total;1990;2.431
32 Ourense;Total;1989;2.494
32 Ourense;Total;1988;2.652
32 Ourense;Total;1987;2.755
32 Ourense;Total;1986;2.897
32 Ourense;Total;1985;3.183
32 Ourense;Total;1984;3.337
32 Ourense;Total;1983;3.482
32 Ourense;Total;1982;3.501
32 Ourense;Total;1981;3.788
32 Ourense;Total;1980;4.108
32 Ourense;Total;1979;4.389
32 Ourense;Total;1978;4.619
32 Ourense;Total;1977;4.563
32 Ourense;Total;1976;4.798
32 Ourense;Total;1975;4.706
32 Ourense;Hombres;2022;698
32 Ourense;Hombres;2021;720
32 Ourense;Hombres;2020;787
32 Ourense;Hombres;2019;765
32 Ourense;Hombres;2018;746
32 Ourense;Hombres;2017;881
32 Ourense;Hombres;2016;942
32 Ourense;Hombres;2015;941
32 Ourense;Hombres;2014;967
32 Ourense;Hombres;2013;965
32 Ourense;Hombres;2012;1.006
32 Ourense;Hombres;2011;1.028
32 Ourense;Hombres;2010;1.080
32 Ourense;Hombres;2009;1.094
32 Ourense;Hombres;2008;1.086
32 Ourense;Hombres;2007;1.044
32 Ourense;Hombres;2006;1.060
32 Ourense;Hombres;2005;1.000
32 Ourense;Hombres;2004;982
32 Ourense;Hombres;2003;1.057
32 Ourense;Hombres;2002;923
32 Ourense;Hombres;2001;911
32 Ourense;Hombres;2000;960
32 Ourense;Hombres;1999;949
32 Ourense;Hombres;1998;927
32 Ourense;Hombres;1997;1.004
32 Ourense;Hombres;1996;1.031
32 Ourense;Hombres;1995;1.098
32 Ourense;Hombres;1994;1.098
32 Ourense;Hombres;1993;1.199
32 Ourense;Hombres;1992;1.177
32 Ourense;Hombres;1991;1.199
32 Ourense;Hombres;1990;1.255
32 Ourense;Hombres;1989;1.256
32 Ourense;Hombres;1988;1.383
32 Ourense;Hombres;1987;1.381
32 Ourense;Hombres;1986;1.465
32 Ourense;Hombres;1985;1.678
32 Ourense;Hombres;1984;1.756
32 Ourense;Hombres;1983;1.769
32 Ourense;Hombres;1982;1.835
32 Ourense;Hombres;1981;2.013
32 Ourense;Hombres;1980;2.127
32 Ourense;Hombres;1979;2.253
32 Ourense;Hombres;1978;2.439
32 Ourense;Hombres;1977;2.350
32 Ourense;Hombres;1976;2.429
32 Ourense;Hombres;1975;2.324
32 Ourense;Mujeres;2022;643
32 Ourense;Mujeres;2021;679
32 Ourense;Mujeres;2020;673
32 Ourense;Mujeres;2019;704
32 Ourense;Mujeres;2018;740
32 Ourense;Mujeres;2017;828
32 Ourense;Mujeres;2016;839
32 Ourense;Mujeres;2015;894
32 Ourense;Mujeres;2014;888
32 Ourense;Mujeres;2013;898
32 Ourense;Mujeres;2012;927
32 Ourense;Mujeres;2011;945
32 Ourense;Mujeres;2010;974
32 Ourense;Mujeres;2009;964
32 Ourense;Mujeres;2008;1.070
32 Ourense;Mujeres;2007;1.029
32 Ourense;Mujeres;2006;979
32 Ourense;Mujeres;2005;911
32 Ourense;Mujeres;2004;919
32 Ourense;Mujeres;2003;984
32 Ourense;Mujeres;2002;903
32 Ourense;Mujeres;2001;898
32 Ourense;Mujeres;2000;877
32 Ourense;Mujeres;1999;890
32 Ourense;Mujeres;1998;899
32 Ourense;Mujeres;1997;929
32 Ourense;Mujeres;1996;937
32 Ourense;Mujeres;1995;962
32 Ourense;Mujeres;1994;1.017
32 Ourense;Mujeres;1993;1.118
32 Ourense;Mujeres;1992;1.093
32 Ourense;Mujeres;1991;1.130
32 Ourense;Mujeres;1990;1.176
32 Ourense;Mujeres;1989;1.238
32 Ourense;Mujeres;1988;1.269
32 Ourense;Mujeres;1987;1.374
32 Ourense;Mujeres;1986;1.432
32 Ourense;Mujeres;1985;1.505
32 Ourense;Mujeres;1984;1.581
32 Ourense;Mujeres;1983;1.713
32 Ourense;Mujeres;1982;1.666
32 Ourense;Mujeres;1981;1.775
32 Ourense;Mujeres;1980;1.981
32 Ourense;Mujeres;1979;2.136
32 Ourense;Mujeres;1978;2.180
32 Ourense;Mujeres;1977;2.213
32 Ourense;Mujeres;1976;2.369
32 Ourense;Mujeres;1975;2.382
34 Palencia;Total;2022;858
34 Palencia;Total;2021;840
34 Palencia;Total;2020;939
34 Palencia;Total;2019;927
34 Palencia;Total;2018;983
34 Palencia;Total;2017;1.076
34 Palencia;Total;2016;1.047
34 Palencia;Total;2015;1.162
34 Palencia;Total;2014;1.180
34 Palencia;Total;2013;1.148
34 Palencia;Total;2012;1.162
34 Palencia;Total;2011;1.227
34 Palencia;Total;2010;1.187
34 Palencia;Total;2009;1.231
34 Palencia;Total;2008;1.278
34 Palencia;Total;2007;1.208
34 Palencia;Total;2006;1.248
34 Palencia;Total;2005;1.225
34 Palencia;Total;2004;1.161
34 Palencia;Total;2003;1.204
34 Palencia;Total;2002;1.193
34 Palencia;Total;2001;1.165
34 Palencia;Total;2000;1.155
34 Palencia;Total;1999;1.216
34 Palencia;Total;1998;1.113
34 Palencia;Total;1997;1.246
34 Palencia;Total;1996;1.338
34 Palencia;Total;1995;1.301
34 Palencia;Total;1994;1.365
34 Palencia;Total;1993;1.382
34 Palencia;Total;1992;1.446
34 Palencia;Total;1991;1.476
34 Palencia;Total;1990;1.563
34 Palencia;Total;1989;1.643
34 Palencia;Total;1988;1.670
34 Palencia;Total;1987;1.857
34 Palencia;Total;1986;1.973
34 Palencia;Total;1985;2.086
34 Palencia;Total;1984;2.266
34 Palencia;Total;1983;2.184
34 Palencia;Total;1982;2.303
34 Palencia;Total;1981;2.406
34 Palencia;Total;1980;2.474
34 Palencia;Total;1979;2.480
34 Palencia;Total;1978;2.525
34 Palencia;Total;1977;2.411
34 Palencia;Total;1976;2.458
34 Palencia;Total;1975;2.471
34 Palencia;Hombres;2022;450
34 Palencia;Hombres;2021;425
34 Palencia;Hombres;2020;493
34 Palencia;Hombres;2019;477
34 Palencia;Hombres;2018;493
34 Palencia;Hombres;2017;581
34 Palencia;Hombres;2016;532
34 Palencia;Hombres;2015;625
34 Palencia;Hombres;2014;593
34 Palencia;Hombres;2013;597
34 Palencia;Hombres;2012;610
34 Palencia;Hombres;2011;667
34 Palencia;Hombres;2010;618
34 Palencia;Hombres;2009;620
34 Palencia;Hombres;2008;658
34 Palencia;Hombres;2007;649
34 Palencia;Hombres;2006;613
34 Palencia;Hombres;2005;595
34 Palencia;Hombres;2004;609
34 Palencia;Hombres;2003;612
34 Palencia;Hombres;2002;620
34 Palencia;Hombres;2001;602
34 Palencia;Hombres;2000;586
34 Palencia;Hombres;1999;611
34 Palencia;Hombres;1998;573
34 Palencia;Hombres;1997;639
34 Palencia;Hombres;1996;674
34 Palencia;Hombres;1995;655
34 Palencia;Hombres;1994;710
34 Palencia;Hombres;1993;705
34 Palencia;Hombres;1992;759
34 Palencia;Hombres;1991;746
34 Palencia;Hombres;1990;773
34 Palencia;Hombres;1989;840
34 Palencia;Hombres;1988;871
34 Palencia;Hombres;1987;959
34 Palencia;Hombres;1986;1.025
34 Palencia;Hombres;1985;1.068
34 Palencia;Hombres;1984;1.173
34 Palencia;Hombres;1983;1.148
34 Palencia;Hombres;1982;1.220
34 Palencia;Hombres;1981;1.216
34 Palencia;Hombres;1980;1.265
34 Palencia;Hombres;1979;1.282
34 Palencia;Hombres;1978;1.305
34 Palencia;Hombres;1977;1.265
34 Palencia;Hombres;1976;1.221
34 Palencia;Hombres;1975;1.211
34 Palencia;Mujeres;2022;408
34 Palencia;Mujeres;2021;415
34 Palencia;Mujeres;2020;446
34 Palencia;Mujeres;2019;450
34 Palencia;Mujeres;2018;490
34 Palencia;Mujeres;2017;495
34 Palencia;Mujeres;2016;515
34 Palencia;Mujeres;2015;537
34 Palencia;Mujeres;2014;587
34 Palencia;Mujeres;2013;551
34 Palencia;Mujeres;2012;552
34 Palencia;Mujeres;2011;560
34 Palencia;Mujeres;2010;569
34 Palencia;Mujeres;2009;611
34 Palencia;Mujeres;2008;620
34 Palencia;Mujeres;2007;559
34 Palencia;Mujeres;2006;635
34 Palencia;Mujeres;2005;630
34 Palencia;Mujeres;2004;552
34 Palencia;Mujeres;2003;592
34 Palencia;Mujeres;2002;573
34 Palencia;Mujeres;2001;563
34 Palencia;Mujeres;2000;569
34 Palencia;Mujeres;1999;605
34 Palencia;Mujeres;1998;540
34 Palencia;Mujeres;1997;607
34 Palencia;Mujeres;1996;664
34 Palencia;Mujeres;1995;646
34 Palencia;Mujeres;1994;655
34 Palencia;Mujeres;1993;677
34 Palencia;Mujeres;1992;687
34 Palencia;Mujeres;1991;730
34 Palencia;Mujeres;1990;790
34 Palencia;Mujeres;1989;803
34 Palencia;Mujeres;1988;799
34 Palencia;Mujeres;1987;898
34 Palencia;Mujeres;1986;948
34 Palencia;Mujeres;1985;1.018
34 Palencia;Mujeres;1984;1.093
34 Palencia;Mujeres;1983;1.036
34 Palencia;Mujeres;1982;1.083
34 Palencia;Mujeres;1981;1.190
34 Palencia;Mujeres;1980;1.209
34 Palencia;Mujeres;1979;1.198
34 Palencia;Mujeres;1978;1.220
34 Palencia;Mujeres;1977;1.146
34 Palencia;Mujeres;1976;1.237
34 Palencia;Mujeres;1975;1.260
35 Palmas Las;Total;2022;6.652
35 Palmas Las;Total;2021;6.873
35 Palmas Las;Total;2020;7.059
35 Palmas Las;Total;2019;7.586
35 Palmas Las;Total;2018;7.742
35 Palmas Las;Total;2017;8.244
35 Palmas Las;Total;2016;8.588
35 Palmas Las;Total;2015;8.423
35 Palmas Las;Total;2014;8.683
35 Palmas Las;Total;2013;8.540
35 Palmas Las;Total;2012;8.937
35 Palmas Las;Total;2011;9.129
35 Palmas Las;Total;2010;9.740
35 Palmas Las;Total;2009;9.898
35 Palmas Las;Total;2008;10.771
35 Palmas Las;Total;2007;10.128
35 Palmas Las;Total;2006;11.090
35 Palmas Las;Total;2005;10.797
35 Palmas Las;Total;2004;10.827
35 Palmas Las;Total;2003;11.080
35 Palmas Las;Total;2002;10.827
35 Palmas Las;Total;2001;10.842
35 Palmas Las;Total;2000;10.606
35 Palmas Las;Total;1999;10.218
35 Palmas Las;Total;1998;9.570
35 Palmas Las;Total;1997;9.530
35 Palmas Las;Total;1996;9.205
35 Palmas Las;Total;1995;9.114
35 Palmas Las;Total;1994;9.214
35 Palmas Las;Total;1993;9.554
35 Palmas Las;Total;1992;9.852
35 Palmas Las;Total;1991;10.039
35 Palmas Las;Total;1990;10.230
35 Palmas Las;Total;1989;10.685
35 Palmas Las;Total;1988;11.370
35 Palmas Las;Total;1987;10.894
35 Palmas Las;Total;1986;10.860
35 Palmas Las;Total;1985;10.861
35 Palmas Las;Total;1984;11.211
35 Palmas Las;Total;1983;11.789
35 Palmas Las;Total;1982;12.472
35 Palmas Las;Total;1981;12.751
35 Palmas Las;Total;1980;13.387
35 Palmas Las;Total;1979;13.789
35 Palmas Las;Total;1978;13.996
35 Palmas Las;Total;1977;14.042
35 Palmas Las;Total;1976;14.544
35 Palmas Las;Total;1975;14.527
35 Palmas Las;Hombres;2022;3.466
35 Palmas Las;Hombres;2021;3.539
35 Palmas Las;Hombres;2020;3.621
35 Palmas Las;Hombres;2019;3.855
35 Palmas Las;Hombres;2018;4.028
35 Palmas Las;Hombres;2017;4.233
35 Palmas Las;Hombres;2016;4.412
35 Palmas Las;Hombres;2015;4.301
35 Palmas Las;Hombres;2014;4.500
35 Palmas Las;Hombres;2013;4.319
35 Palmas Las;Hombres;2012;4.673
35 Palmas Las;Hombres;2011;4.723
35 Palmas Las;Hombres;2010;4.989
35 Palmas Las;Hombres;2009;5.124
35 Palmas Las;Hombres;2008;5.582
35 Palmas Las;Hombres;2007;5.227
35 Palmas Las;Hombres;2006;5.606
35 Palmas Las;Hombres;2005;5.545
35 Palmas Las;Hombres;2004;5.618
35 Palmas Las;Hombres;2003;5.747
35 Palmas Las;Hombres;2002;5.570
35 Palmas Las;Hombres;2001;5.545
35 Palmas Las;Hombres;2000;5.545
35 Palmas Las;Hombres;1999;5.215
35 Palmas Las;Hombres;1998;4.984
35 Palmas Las;Hombres;1997;4.777
35 Palmas Las;Hombres;1996;4.678
35 Palmas Las;Hombres;1995;4.642
35 Palmas Las;Hombres;1994;4.777
35 Palmas Las;Hombres;1993;4.930
35 Palmas Las;Hombres;1992;5.123
35 Palmas Las;Hombres;1991;5.195
35 Palmas Las;Hombres;1990;5.350
35 Palmas Las;Hombres;1989;5.552
35 Palmas Las;Hombres;1988;5.839
35 Palmas Las;Hombres;1987;5.560
35 Palmas Las;Hombres;1986;5.609
35 Palmas Las;Hombres;1985;5.472
35 Palmas Las;Hombres;1984;5.770
35 Palmas Las;Hombres;1983;6.055
35 Palmas Las;Hombres;1982;6.624
35 Palmas Las;Hombres;1981;6.944
35 Palmas Las;Hombres;1980;6.943
35 Palmas Las;Hombres;1979;7.075
35 Palmas Las;Hombres;1978;7.188
35 Palmas Las;Hombres;1977;7.256
35 Palmas Las;Hombres;1976;7.456
35 Palmas Las;Hombres;1975;7.590
35 Palmas Las;Mujeres;2022;3.186
35 Palmas Las;Mujeres;2021;3.334
35 Palmas Las;Mujeres;2020;3.438
35 Palmas Las;Mujeres;2019;3.731
35 Palmas Las;Mujeres;2018;3.714
35 Palmas Las;Mujeres;2017;4.011
35 Palmas Las;Mujeres;2016;4.176
35 Palmas Las;Mujeres;2015;4.122
35 Palmas Las;Mujeres;2014;4.183
35 Palmas Las;Mujeres;2013;4.221
35 Palmas Las;Mujeres;2012;4.264
35 Palmas Las;Mujeres;2011;4.406
35 Palmas Las;Mujeres;2010;4.751
35 Palmas Las;Mujeres;2009;4.774
35 Palmas Las;Mujeres;2008;5.189
35 Palmas Las;Mujeres;2007;4.901
35 Palmas Las;Mujeres;2006;5.484
35 Palmas Las;Mujeres;2005;5.252
35 Palmas Las;Mujeres;2004;5.209
35 Palmas Las;Mujeres;2003;5.333
35 Palmas Las;Mujeres;2002;5.257
35 Palmas Las;Mujeres;2001;5.297
35 Palmas Las;Mujeres;2000;5.061
35 Palmas Las;Mujeres;1999;5.003
35 Palmas Las;Mujeres;1998;4.586
35 Palmas Las;Mujeres;1997;4.753
35 Palmas Las;Mujeres;1996;4.527
35 Palmas Las;Mujeres;1995;4.472
35 Palmas Las;Mujeres;1994;4.437
35 Palmas Las;Mujeres;1993;4.624
35 Palmas Las;Mujeres;1992;4.729
35 Palmas Las;Mujeres;1991;4.844
35 Palmas Las;Mujeres;1990;4.880
35 Palmas Las;Mujeres;1989;5.133
35 Palmas Las;Mujeres;1988;5.531
35 Palmas Las;Mujeres;1987;5.334
35 Palmas Las;Mujeres;1986;5.251
35 Palmas Las;Mujeres;1985;5.389
35 Palmas Las;Mujeres;1984;5.441
35 Palmas Las;Mujeres;1983;5.734
35 Palmas Las;Mujeres;1982;5.848
35 Palmas Las;Mujeres;1981;5.807
35 Palmas Las;Mujeres;1980;6.444
35 Palmas Las;Mujeres;1979;6.714
35 Palmas Las;Mujeres;1978;6.808
35 Palmas Las;Mujeres;1977;6.786
35 Palmas Las;Mujeres;1976;7.088
35 Palmas Las;Mujeres;1975;6.937
36 Pontevedra;Total;2022;5.261
36 Pontevedra;Total;2021;5.448
36 Pontevedra;Total;2020;5.650
36 Pontevedra;Total;2019;5.930
36 Pontevedra;Total;2018;5.983
36 Pontevedra;Total;2017;6.909
36 Pontevedra;Total;2016;6.841
36 Pontevedra;Total;2015;7.032
36 Pontevedra;Total;2014;7.397
36 Pontevedra;Total;2013;7.331
36 Pontevedra;Total;2012;7.921
36 Pontevedra;Total;2011;8.177
36 Pontevedra;Total;2010;8.410
36 Pontevedra;Total;2009;8.665
36 Pontevedra;Total;2008;8.986
36 Pontevedra;Total;2007;8.474
36 Pontevedra;Total;2006;8.325
36 Pontevedra;Total;2005;8.304
36 Pontevedra;Total;2004;8.171
36 Pontevedra;Total;2003;8.010
36 Pontevedra;Total;2002;7.717
36 Pontevedra;Total;2001;7.682
36 Pontevedra;Total;2000;7.557
36 Pontevedra;Total;1999;7.401
36 Pontevedra;Total;1998;7.077
36 Pontevedra;Total;1997;7.167
36 Pontevedra;Total;1996;7.262
36 Pontevedra;Total;1995;7.102
36 Pontevedra;Total;1994;7.559
36 Pontevedra;Total;1993;7.904
36 Pontevedra;Total;1992;8.125
36 Pontevedra;Total;1991;8.228
36 Pontevedra;Total;1990;8.248
36 Pontevedra;Total;1989;8.826
36 Pontevedra;Total;1988;8.995
36 Pontevedra;Total;1987;9.337
36 Pontevedra;Total;1986;9.558
