,Provincias,Sexo,Periodo,Poblacion,Defunciones,Nacimientos,Delitos,Tasa de mortalidad,Tasa de natalidad,Tasa de criminalidad
5549,39-Cantabria,Mujeres,2004,283877,2463,2501,,8.68,8.81,
5550,39-Cantabria,Mujeres,2005,287512,2532,2585,,8.81,8.99,
5551,39-Cantabria,Mujeres,2006,290222,2622,2535,,9.03,8.73,
5552,39-Cantabria,Mujeres,2007,292541,2711,2631,,9.27,8.99,
5553,39-Cantabria,Mujeres,2008,296669,2682,2865,,9.04,9.66,
5554,39-Cantabria,Mujeres,2009,300500,2637,2713,,8.78,9.03,
5555,39-Cantabria,Mujeres,2010,302319,2608,2710,,8.63,8.96,
5556,39-Cantabria,Mujeres,2011,303249,2723,2550,,8.98,8.41,
5557,39-Cantabria,Mujeres,2012,303862,2901,2421,,9.55,7.97,
5558,39-Cantabria,Mujeres,2013,303245,2788,2337,,9.19,7.71,
5559,39-Cantabria,Mujeres,2014,301874,2960,2196,,9.81,7.27,
5560,39-Cantabria,Mujeres,2015,300391,3057,2221,,10.18,7.39,
5561,39-Cantabria,Mujeres,2016,299218,2933,2034,860.0,9.8,6.8,2.87
5562,39-Cantabria,Mujeres,2017,298487,2965,1998,860.0,9.93,6.69,2.88
5563,39-Cantabria,Mujeres,2018,298665,3001,1878,1029.0,10.05,6.29,3.45
5564,39-Cantabria,Mujeres,2019,299277,2998,1716,923.0,10.02,5.73,3.08
5565,39-Cantabria,Mujeres,2020,300346,3291,1642,744.0,10.96,5.47,2.48
5566,39-Cantabria,Mujeres,2021,301129,2974,1609,992.0,9.88,5.34,3.29
5567,39-Cantabria,Mujeres,2022,,3466,1573,1112.0,,,
5568,39-Cantabria,Total,1975,,4271,8765,,,,
5569,39-Cantabria,Total,1976,,4150,9072,,,,
5570,39-Cantabria,Total,1977,,4153,8795,,,,
5571,39-Cantabria,Total,1978,,3870,8714,,,,
5572,39-Cantabria,Total,1979,,4145,8154,,,,
5573,39-Cantabria,Total,1980,,4156,7874,,,,
5574,39-Cantabria,Total,1981,,4149,7470,,,,
5575,39-Cantabria,Total,1982,,4056,6901,,,,
5576,39-Cantabria,Total,1983,,4344,6487,,,,
5577,39-Cantabria,Total,1984,,4304,6054,,,,
5578,39-Cantabria,Total,1985,,4472,5642,,,,
5579,39-Cantabria,Total,1986,,4408,5375,,,,
5580,39-Cantabria,Total,1987,,4285,5170,,,,
5581,39-Cantabria,Total,1988,,4544,4980,,,,
5582,39-Cantabria,Total,1989,,4662,4611,,,,
5583,39-Cantabria,Total,1990,,4725,4576,,,,
5584,39-Cantabria,Total,1991,,4740,4341,,,,
5585,39-Cantabria,Total,1992,,4817,4311,,,,
5586,39-Cantabria,Total,1993,,4929,4117,,,,
5587,39-Cantabria,Total,1994,,4862,3807,,,,
5588,39-Cantabria,Total,1995,,5031,3734,,,,
5589,39-Cantabria,Total,1996,527437,5189,3859,,9.84,7.32,
5590,39-Cantabria,Total,1997,,5086,3899,,,,
5591,39-Cantabria,Total,1998,527137,5167,3835,,9.8,7.28,
5592,39-Cantabria,Total,1999,528478,5385,4021,,10.19,7.61,
5593,39-Cantabria,Total,2000,531159,5335,4341,,10.04,8.17,
5594,39-Cantabria,Total,2001,537606,5077,4280,,9.44,7.96,
5595,39-Cantabria,Total,2002,542275,5278,4560,,9.73,8.41,
5596,39-Cantabria,Total,2003,549690,5399,4873,,9.82,8.86,
5597,39-Cantabria,Total,2004,554784,5214,5060,,9.4,9.12,
5598,39-Cantabria,Total,2005,562309,5370,5267,,9.55,9.37,
5599,39-Cantabria,Total,2006,568091,5449,5229,,9.59,9.2,
5600,39-Cantabria,Total,2007,572824,5615,5379,,9.8,9.39,
5601,39-Cantabria,Total,2008,582138,5522,5886,,9.49,10.11,
5602,39-Cantabria,Total,2009,589235,5513,5619,,9.36,9.54,
5603,39-Cantabria,Total,2010,592250,5466,5575,,9.23,9.41,
5604,39-Cantabria,Total,2011,593121,5606,5344,,9.45,9.01,
5605,39-Cantabria,Total,2012,593861,5812,5064,,9.79,8.53,
5606,39-Cantabria,Total,2013,591888,5603,4831,,9.47,8.16,
5607,39-Cantabria,Total,2014,588656,5899,4565,,10.02,7.75,
5608,39-Cantabria,Total,2015,585179,6041,4375,,10.32,7.48,
5609,39-Cantabria,Total,2016,582206,5936,4244,4623.0,10.2,7.29,7.94
5610,39-Cantabria,Total,2017,580295,5958,4118,4615.0,10.27,7.1,7.95
5611,39-Cantabria,Total,2018,580229,6096,3805,4903.0,10.51,6.56,8.45
5612,39-Cantabria,Total,2019,581078,6013,3547,4897.0,10.35,6.1,8.43
5613,39-Cantabria,Total,2020,582905,6467,3407,4129.0,11.09,5.84,7.08
5614,39-Cantabria,Total,2021,584507,6052,3285,5207.0,10.35,5.62,8.91
5615,39-Cantabria,Total,2022,,6767,3224,5530.0,,,
5616,40-Segovia,Hombres,1975,,792,1117,,,,
5617,40-Segovia,Hombres,1976,,787,1089,,,,
5618,40-Segovia,Hombres,1977,,782,1081,,,,
5619,40-Segovia,Hombres,1978,,753,1022,,,,
5620,40-Segovia,Hombres,1979,,744,1048,,,,
5621,40-Segovia,Hombres,1980,,768,958,,,,
5622,40-Segovia,Hombres,1981,,758,922,,,,
5623,40-Segovia,Hombres,1982,,761,923,,,,
5624,40-Segovia,Hombres,1983,,700,886,,,,
5625,40-Segovia,Hombres,1984,,726,833,,,,
5626,40-Segovia,Hombres,1985,,791,850,,,,
5627,40-Segovia,Hombres,1986,,705,781,,,,
5628,40-Segovia,Hombres,1987,,740,715,,,,
5629,40-Segovia,Hombres,1988,,757,690,,,,
5630,40-Segovia,Hombres,1989,,696,675,,,,
5631,40-Segovia,Hombres,1990,,772,744,,,,
5632,40-Segovia,Hombres,1991,,739,727,,,,
5633,40-Segovia,Hombres,1992,,762,680,,,,
5634,40-Segovia,Hombres,1993,,789,644,,,,
5635,40-Segovia,Hombres,1994,,804,665,,,,
5636,40-Segovia,Hombres,1995,,756,658,,,,
5637,40-Segovia,Hombres,1996,73883,782,640,,10.58,8.66,
5638,40-Segovia,Hombres,1997,,800,682,,,,
5639,40-Segovia,Hombres,1998,73410,828,600,,11.28,8.17,
5640,40-Segovia,Hombres,1999,73506,850,578,,11.56,7.86,
5641,40-Segovia,Hombres,2000,73300,814,609,,11.11,8.31,
5642,40-Segovia,Hombres,2001,73555,817,573,,11.11,7.79,
5643,40-Segovia,Hombres,2002,74815,835,663,,11.16,8.86,
5644,40-Segovia,Hombres,2003,75656,852,690,,11.26,9.12,
5645,40-Segovia,Hombres,2004,76724,869,669,,11.33,8.72,
5646,40-Segovia,Hombres,2005,78308,839,741,,10.71,9.46,
5647,40-Segovia,Hombres,2006,78982,830,738,,10.51,9.34,
5648,40-Segovia,Hombres,2007,80492,853,739,,10.6,9.18,
5649,40-Segovia,Hombres,2008,83252,826,769,,9.92,9.24,
5650,40-Segovia,Hombres,2009,83636,832,727,,9.95,8.69,
5651,40-Segovia,Hombres,2010,83034,870,753,,10.48,9.07,
5652,40-Segovia,Hombres,2011,82967,880,748,,10.61,9.02,
5653,40-Segovia,Hombres,2012,82695,828,690,,10.01,8.34,
5654,40-Segovia,Hombres,2013,81598,846,603,,10.37,7.39,
5655,40-Segovia,Hombres,2014,80316,886,692,,11.03,8.62,
5656,40-Segovia,Hombres,2015,79355,935,590,,11.78,7.43,
5657,40-Segovia,Hombres,2016,78271,878,600,603.0,11.22,7.67,7.7
5658,40-Segovia,Hombres,2017,77443,883,551,763.0,11.4,7.11,9.85
5659,40-Segovia,Hombres,2018,76979,886,517,839.0,11.51,6.72,10.9
5660,40-Segovia,Hombres,2019,76813,859,516,874.0,11.18,6.72,11.38
5661,40-Segovia,Hombres,2020,77033,1233,456,521.0,16.01,5.92,6.76
5662,40-Segovia,Hombres,2021,77071,876,505,882.0,11.37,6.55,11.44
5663,40-Segovia,Hombres,2022,,859,482,896.0,,,
5664,40-Segovia,Mujeres,1975,,675,1077,,,,
5665,40-Segovia,Mujeres,1976,,619,1099,,,,
5666,40-Segovia,Mujeres,1977,,640,994,,,,
5667,40-Segovia,Mujeres,1978,,659,946,,,,
5668,40-Segovia,Mujeres,1979,,629,974,,,,
5669,40-Segovia,Mujeres,1980,,632,893,,,,
5670,40-Segovia,Mujeres,1981,,691,884,,,,
5671,40-Segovia,Mujeres,1982,,613,845,,,,
5672,40-Segovia,Mujeres,1983,,600,796,,,,
5673,40-Segovia,Mujeres,1984,,610,747,,,,
5674,40-Segovia,Mujeres,1985,,621,775,,,,
5675,40-Segovia,Mujeres,1986,,584,649,,,,
5676,40-Segovia,Mujeres,1987,,585,643,,,,
5677,40-Segovia,Mujeres,1988,,655,650,,,,
5678,40-Segovia,Mujeres,1989,,694,687,,,,
5679,40-Segovia,Mujeres,1990,,678,598,,,,
5680,40-Segovia,Mujeres,1991,,663,606,,,,
5681,40-Segovia,Mujeres,1992,,712,620,,,,
5682,40-Segovia,Mujeres,1993,,650,586,,,,
5683,40-Segovia,Mujeres,1994,,654,552,,,,
5684,40-Segovia,Mujeres,1995,,732,589,,,,
5685,40-Segovia,Mujeres,1996,73887,718,601,,9.72,8.13,
5686,40-Segovia,Mujeres,1997,,722,611,,,,
5687,40-Segovia,Mujeres,1998,73345,701,562,,9.56,7.66,
5688,40-Segovia,Mujeres,1999,73479,789,597,,10.74,8.12,
5689,40-Segovia,Mujeres,2000,73313,697,585,,9.51,7.98,
5690,40-Segovia,Mujeres,2001,73473,710,667,,9.66,9.08,
5691,40-Segovia,Mujeres,2002,74471,772,593,,10.37,7.96,
5692,40-Segovia,Mujeres,2003,75045,770,625,,10.26,8.33,
5693,40-Segovia,Mujeres,2004,75916,760,635,,10.01,8.36,
5694,40-Segovia,Mujeres,2005,77209,787,670,,10.19,8.68,
5695,40-Segovia,Mujeres,2006,77616,737,683,,9.5,8.8,
5696,40-Segovia,Mujeres,2007,78830,752,683,,9.54,8.66,
5697,40-Segovia,Mujeres,2008,80647,807,761,,10.01,9.44,
5698,40-Segovia,Mujeres,2009,81218,809,731,,9.96,9.0,
5699,40-Segovia,Mujeres,2010,81234,799,693,,9.84,8.53,
5700,40-Segovia,Mujeres,2011,81202,835,671,,10.28,8.26,
5701,40-Segovia,Mujeres,2012,81006,847,629,,10.46,7.76,
5702,40-Segovia,Mujeres,2013,80104,835,582,,10.42,7.27,
5703,40-Segovia,Mujeres,2014,78987,838,588,,10.61,7.44,
5704,40-Segovia,Mujeres,2015,78215,879,607,,11.24,7.76,
5705,40-Segovia,Mujeres,2016,77381,806,541,68.0,10.42,6.99,0.88
5706,40-Segovia,Mujeres,2017,76741,864,525,130.0,11.26,6.84,1.69
5707,40-Segovia,Mujeres,2018,76363,890,541,104.0,11.65,7.08,1.36
5708,40-Segovia,Mujeres,2019,76316,834,509,141.0,10.93,6.67,1.85
5709,40-Segovia,Mujeres,2020,76445,1195,493,78.0,15.63,6.45,1.02
5710,40-Segovia,Mujeres,2021,76592,803,462,144.0,10.48,6.03,1.88
5711,40-Segovia,Mujeres,2022,,883,448,148.0,,,
5712,40-Segovia,Total,1975,,1467,2194,,,,
5713,40-Segovia,Total,1976,,1406,2188,,,,
5714,40-Segovia,Total,1977,,1422,2075,,,,
5715,40-Segovia,Total,1978,,1412,1968,,,,
5716,40-Segovia,Total,1979,,1373,2022,,,,
5717,40-Segovia,Total,1980,,1400,1851,,,,
5718,40-Segovia,Total,1981,,1449,1806,,,,
5719,40-Segovia,Total,1982,,1374,1768,,,,
5720,40-Segovia,Total,1983,,1300,1682,,,,
5721,40-Segovia,Total,1984,,1336,1580,,,,
5722,40-Segovia,Total,1985,,1412,1625,,,,
5723,40-Segovia,Total,1986,,1289,1430,,,,
5724,40-Segovia,Total,1987,,1325,1358,,,,
5725,40-Segovia,Total,1988,,1412,1340,,,,
5726,40-Segovia,Total,1989,,1390,1362,,,,
5727,40-Segovia,Total,1990,,1450,1342,,,,
5728,40-Segovia,Total,1991,,1402,1333,,,,
5729,40-Segovia,Total,1992,,1474,1300,,,,
5730,40-Segovia,Total,1993,,1439,1230,,,,
5731,40-Segovia,Total,1994,,1458,1217,,,,
5732,40-Segovia,Total,1995,,1488,1247,,,,
5733,40-Segovia,Total,1996,147770,1500,1241,,10.15,8.4,
5734,40-Segovia,Total,1997,,1522,1293,,,,
5735,40-Segovia,Total,1998,146755,1529,1162,,10.42,7.92,
5736,40-Segovia,Total,1999,146985,1639,1175,,11.15,7.99,
5737,40-Segovia,Total,2000,146613,1511,1194,,10.31,8.14,
5738,40-Segovia,Total,2001,147028,1527,1240,,10.39,8.43,
5739,40-Segovia,Total,2002,149286,1607,1256,,10.76,8.41,
5740,40-Segovia,Total,2003,150701,1622,1315,,10.76,8.73,
5741,40-Segovia,Total,2004,152640,1629,1304,,10.67,8.54,
5742,40-Segovia,Total,2005,155517,1626,1411,,10.46,9.07,
5743,40-Segovia,Total,2006,156598,1567,1421,,10.01,9.07,
5744,40-Segovia,Total,2007,159322,1605,1422,,10.07,8.93,
5745,40-Segovia,Total,2008,163899,1633,1530,,9.96,9.34,
5746,40-Segovia,Total,2009,164854,1641,1458,,9.95,8.84,
5747,40-Segovia,Total,2010,164268,1669,1446,,10.16,8.8,
5748,40-Segovia,Total,2011,164169,1715,1419,,10.45,8.64,
5749,40-Segovia,Total,2012,163701,1675,1319,,10.23,8.06,
5750,40-Segovia,Total,2013,161702,1681,1185,,10.4,7.33,
5751,40-Segovia,Total,2014,159303,1724,1280,,10.82,8.04,
5752,40-Segovia,Total,2015,157570,1814,1197,,11.51,7.6,
5753,40-Segovia,Total,2016,155652,1684,1141,671.0,10.82,7.33,4.31
5754,40-Segovia,Total,2017,154184,1747,1076,893.0,11.33,6.98,5.79
5755,40-Segovia,Total,2018,153342,1776,1058,943.0,11.58,6.9,6.15
5756,40-Segovia,Total,2019,153129,1693,1025,1015.0,11.06,6.69,6.63
5757,40-Segovia,Total,2020,153478,2428,949,599.0,15.82,6.18,3.9
5758,40-Segovia,Total,2021,153663,1679,967,1026.0,10.93,6.29,6.68
5759,40-Segovia,Total,2022,,1742,930,1044.0,,,
5760,41-Sevilla,Hombres,1975,,5610,15753,,,,
5761,41-Sevilla,Hombres,1976,,5893,16117,,,,
5762,41-Sevilla,Hombres,1977,,5699,16181,,,,
5763,41-Sevilla,Hombres,1978,,5760,15849,,,,
5764,41-Sevilla,Hombres,1979,,5725,14924,,,,
5765,41-Sevilla,Hombres,1980,,5591,14629,,,,
5766,41-Sevilla,Hombres,1981,,5990,13597,,,,
5767,41-Sevilla,Hombres,1982,,5827,13485,,,,
5768,41-Sevilla,Hombres,1983,,5794,12924,,,,
5769,41-Sevilla,Hombres,1984,,5930,12179,,,,
5770,41-Sevilla,Hombres,1985,,6160,11736,,,,
5771,41-Sevilla,Hombres,1986,,6068,11197,,,,
5772,41-Sevilla,Hombres,1987,,6062,11144,,,,
5773,41-Sevilla,Hombres,1988,,6325,10898,,,,
5774,41-Sevilla,Hombres,1989,,6455,10697,,,,
5775,41-Sevilla,Hombres,1990,,6734,10799,,,,
5776,41-Sevilla,Hombres,1991,,6757,10987,,,,
5777,41-Sevilla,Hombres,1992,,6823,10794,,,,
5778,41-Sevilla,Hombres,1993,,6693,10770,,,,
5779,41-Sevilla,Hombres,1994,,6702,9982,,,,
5780,41-Sevilla,Hombres,1995,,7043,9697,,,,
5781,41-Sevilla,Hombres,1996,836478,6878,9312,,8.22,11.13,
5782,41-Sevilla,Hombres,1997,,6955,9551,,,,
5783,41-Sevilla,Hombres,1998,840910,7392,9404,,8.79,11.18,
5784,41-Sevilla,Hombres,1999,846224,7535,9675,,8.9,11.43,
5785,41-Sevilla,Hombres,2000,850274,7221,10204,,8.49,12.0,
5786,41-Sevilla,Hombres,2001,856878,7123,9901,,8.31,11.55,
5787,41-Sevilla,Hombres,2002,862811,7309,10124,,8.47,11.73,
5788,41-Sevilla,Hombres,2003,875013,7694,10678,,8.79,12.2,
5789,41-Sevilla,Hombres,2004,880133,7371,10888,,8.37,12.37,
5790,41-Sevilla,Hombres,2005,890627,7686,11373,,8.63,12.77,
5791,41-Sevilla,Hombres,2006,900967,7363,11951,,8.17,13.26,
5792,41-Sevilla,Hombres,2007,907853,7702,12152,,8.48,13.39,
5793,41-Sevilla,Hombres,2008,921256,7694,12972,,8.35,14.08,
5794,41-Sevilla,Hombres,2009,932941,7544,12268,,8.09,13.15,
5795,41-Sevilla,Hombres,2010,940416,7606,11808,,8.09,12.56,
5796,41-Sevilla,Hombres,2011,945766,7494,11290,,7.92,11.94,
5797,41-Sevilla,Hombres,2012,950413,7733,10843,,8.14,11.41,
5798,41-Sevilla,Hombres,2013,951597,7357,10296,,7.73,10.82,
5799,41-Sevilla,Hombres,2014,950883,7476,10390,,7.86,10.93,
5800,41-Sevilla,Hombres,2015,950587,8143,10119,,8.57,10.65,
5801,41-Sevilla,Hombres,2016,949432,7720,9815,13151.0,8.13,10.34,13.85
5802,41-Sevilla,Hombres,2017,948817,8126,9228,14259.0,8.56,9.73,15.03
5803,41-Sevilla,Hombres,2018,948699,7993,8736,14775.0,8.43,9.21,15.57
5804,41-Sevilla,Hombres,2019,949212,8066,8399,14889.0,8.5,8.85,15.69
5805,41-Sevilla,Hombres,2020,952695,8889,8018,11160.0,9.33,8.42,11.71
5806,41-Sevilla,Hombres,2021,951083,9060,8110,14717.0,9.53,8.53,15.47
5807,41-Sevilla,Hombres,2022,,8844,7434,14526.0,,,
5808,41-Sevilla,Mujeres,1975,,4985,14694,,,,
5809,41-Sevilla,Mujeres,1976,,5402,15251,,,,
5810,41-Sevilla,Mujeres,1977,,4989,15224,,,,
5811,41-Sevilla,Mujeres,1978,,5388,14882,,,,
5812,41-Sevilla,Mujeres,1979,,5157,13729,,,,
5813,41-Sevilla,Mujeres,1980,,5292,13596,,,,
5814,41-Sevilla,Mujeres,1981,,5260,12764,,,,
5815,41-Sevilla,Mujeres,1982,,5362,12475,,,,
5816,41-Sevilla,Mujeres,1983,,5480,11856,,,,
5817,41-Sevilla,Mujeres,1984,,5206,11329,,,,
5818,41-Sevilla,Mujeres,1985,,5542,10780,,,,
5819,41-Sevilla,Mujeres,1986,,5554,10487,,,,
5820,41-Sevilla,Mujeres,1987,,5660,10206,,,,
5821,41-Sevilla,Mujeres,1988,,5753,10187,,,,
5822,41-Sevilla,Mujeres,1989,,5858,9965,,,,
5823,41-Sevilla,Mujeres,1990,,5857,9929,,,,
5824,41-Sevilla,Mujeres,1991,,6018,9885,,,,
5825,41-Sevilla,Mujeres,1992,,5870,9973,,,,
5826,41-Sevilla,Mujeres,1993,,6218,9910,,,,
5827,41-Sevilla,Mujeres,1994,,5982,9539,,,,
5828,41-Sevilla,Mujeres,1995,,6300,9019,,,,
5829,41-Sevilla,Mujeres,1996,868842,6282,8832,,7.23,10.17,
5830,41-Sevilla,Mujeres,1997,,6231,9104,,,,
5831,41-Sevilla,Mujeres,1998,873935,6703,8839,,7.67,10.11,
5832,41-Sevilla,Mujeres,1999,879258,6897,8957,,7.84,10.19,
5833,41-Sevilla,Mujeres,2000,884643,6577,9309,,7.43,10.52,
5834,41-Sevilla,Mujeres,2001,890563,6621,9495,,7.43,10.66,
5835,41-Sevilla,Mujeres,2002,895909,6827,9661,,7.62,10.78,
5836,41-Sevilla,Mujeres,2003,907849,7381,9921,,8.13,10.93,
5837,41-Sevilla,Mujeres,2004,912287,6858,10407,,7.52,11.41,
5838,41-Sevilla,Mujeres,2005,923281,7185,10795,,7.78,11.69,
5839,41-Sevilla,Mujeres,2006,934110,6829,11091,,7.31,11.87,
5840,41-Sevilla,Mujeres,2007,941415,7040,11330,,7.48,12.04,
5841,41-Sevilla,Mujeres,2008,954206,7229,12221,,7.58,12.81,
5842,41-Sevilla,Mujeres,2009,967283,7030,11532,,7.27,11.92,
5843,41-Sevilla,Mujeres,2010,976681,7008,11196,,7.18,11.46,
5844,41-Sevilla,Mujeres,2011,983196,7253,10784,,7.38,10.97,
5845,41-Sevilla,Mujeres,2012,988561,7366,10302,,7.45,10.42,
5846,41-Sevilla,Mujeres,2013,990558,7279,9746,,7.35,9.84,
5847,41-Sevilla,Mujeres,2014,990472,7318,9787,,7.39,9.88,
5848,41-Sevilla,Mujeres,2015,990893,7996,9393,,8.07,9.48,
5849,41-Sevilla,Mujeres,2016,990343,7621,9220,2486.0,7.7,9.31,2.51
5850,41-Sevilla,Mujeres,2017,990710,8101,8656,3088.0,8.18,8.74,3.12
5851,41-Sevilla,Mujeres,2018,991188,7799,8358,3338.0,7.87,8.43,3.37
5852,41-Sevilla,Mujeres,2019,993177,7746,7834,3544.0,7.8,7.89,3.57
5853,41-Sevilla,Mujeres,2020,997524,8526,7541,2582.0,8.55,7.56,2.59
5854,41-Sevilla,Mujeres,2021,996769,8643,7545,3330.0,8.67,7.57,3.34
5855,41-Sevilla,Mujeres,2022,,8671,7170,3220.0,,,
5856,41-Sevilla,Total,1975,,10595,30447,,,,
5857,41-Sevilla,Total,1976,,11295,31368,,,,
5858,41-Sevilla,Total,1977,,10688,31405,,,,
5859,41-Sevilla,Total,1978,,11148,30731,,,,
5860,41-Sevilla,Total,1979,,10882,28653,,,,
5861,41-Sevilla,Total,1980,,10883,28225,,,,
5862,41-Sevilla,Total,1981,,11250,26361,,,,
5863,41-Sevilla,Total,1982,,11189,25960,,,,
5864,41-Sevilla,Total,1983,,11274,24780,,,,
5865,41-Sevilla,Total,1984,,11136,23508,,,,
5866,41-Sevilla,Total,1985,,11702,22516,,,,
5867,41-Sevilla,Total,1986,,11622,21684,,,,
5868,41-Sevilla,Total,1987,,11722,21350,,,,
5869,41-Sevilla,Total,1988,,12078,21085,,,,
5870,41-Sevilla,Total,1989,,12313,20662,,,,
5871,41-Sevilla,Total,1990,,12591,20728,,,,
5872,41-Sevilla,Total,1991,,12775,20872,,,,
5873,41-Sevilla,Total,1992,,12693,20767,,,,
5874,41-Sevilla,Total,1993,,12911,20680,,,,
5875,41-Sevilla,Total,1994,,12684,19521,,,,
5876,41-Sevilla,Total,1995,,13343,18716,,,,
5877,41-Sevilla,Total,1996,1705320,13160,18144,,7.72,10.64,
5878,41-Sevilla,Total,1997,,13186,18655,,,,
5879,41-Sevilla,Total,1998,1714845,14095,18243,,8.22,10.64,
5880,41-Sevilla,Total,1999,1725482,14432,18632,,8.36,10.8,
5881,41-Sevilla,Total,2000,1734917,13798,19513,,7.95,11.25,
5882,41-Sevilla,Total,2001,1747441,13744,19396,,7.87,11.1,
5883,41-Sevilla,Total,2002,1758720,14136,19785,,8.04,11.25,
5884,41-Sevilla,Total,2003,1782862,15075,20599,,8.46,11.55,
5885,41-Sevilla,Total,2004,1792420,14229,21295,,7.94,11.88,
5886,41-Sevilla,Total,2005,1813908,14871,22168,,8.2,12.22,
5887,41-Sevilla,Total,2006,1835077,14192,23042,,7.73,12.56,
5888,41-Sevilla,Total,2007,1849268,14742,23482,,7.97,12.7,
5889,41-Sevilla,Total,2008,1875462,14923,25193,,7.96,13.43,
5890,41-Sevilla,Total,2009,1900224,14574,23800,,7.67,12.52,
5891,41-Sevilla,Total,2010,1917097,14614,23004,,7.62,12.0,
5892,41-Sevilla,Total,2011,1928962,14747,22074,,7.65,11.44,
5893,41-Sevilla,Total,2012,1938974,15099,21145,,7.79,10.91,
5894,41-Sevilla,Total,2013,1942155,14636,20042,,7.54,10.32,
5895,41-Sevilla,Total,2014,1941355,14794,20177,,7.62,10.39,
5896,41-Sevilla,Total,2015,1941480,16139,19512,,8.31,10.05,
5897,41-Sevilla,Total,2016,1939775,15341,19035,15637.0,7.91,9.81,8.06
5898,41-Sevilla,Total,2017,1939527,16227,17884,17347.0,8.37,9.22,8.94
5899,41-Sevilla,Total,2018,1939887,15792,17094,18113.0,8.14,8.81,9.34
5900,41-Sevilla,Total,2019,1942389,15812,16233,18433.0,8.14,8.36,9.49
5901,41-Sevilla,Total,2020,1950219,17415,15559,13742.0,8.93,7.98,7.05
5902,41-Sevilla,Total,2021,1947852,17703,15655,18047.0,9.09,8.04,9.27
5903,41-Sevilla,Total,2022,,17515,14604,17746.0,,,
5904,42-Soria,Hombres,1975,,541,582,,,,
5905,42-Soria,Hombres,1976,,530,594,,,,
5906,42-Soria,Hombres,1977,,580,618,,,,
5907,42-Soria,Hombres,1978,,542,604,,,,
5908,42-Soria,Hombres,1979,,576,566,,,,
5909,42-Soria,Hombres,1980,,539,537,,,,
5910,42-Soria,Hombres,1981,,534,522,,,,
5911,42-Soria,Hombres,1982,,527,516,,,,
5912,42-Soria,Hombres,1983,,509,509,,,,
5913,42-Soria,Hombres,1984,,527,485,,,,
5914,42-Soria,Hombres,1985,,536,485,,,,
5915,42-Soria,Hombres,1986,,540,493,,,,
5916,42-Soria,Hombres,1987,,508,431,,,,
5917,42-Soria,Hombres,1988,,533,405,,,,
5918,42-Soria,Hombres,1989,,546,386,,,,
5919,42-Soria,Hombres,1990,,514,372,,,,
5920,42-Soria,Hombres,1991,,586,362,,,,
5921,42-Soria,Hombres,1992,,554,362,,,,
5922,42-Soria,Hombres,1993,,549,367,,,,
5923,42-Soria,Hombres,1994,,541,360,,,,
5924,42-Soria,Hombres,1995,,583,352,,,,
5925,42-Soria,Hombres,1996,46321,589,324,,12.72,6.99,
5926,42-Soria,Hombres,1997,,575,328,,,,
5927,42-Soria,Hombres,1998,45690,544,340,,11.91,7.44,
5928,42-Soria,Hombres,1999,45587,607,309,,13.32,6.78,
5929,42-Soria,Hombres,2000,45398,601,379,,13.24,8.35,
5930,42-Soria,Hombres,2001,45649,514,354,,11.26,7.75,
5931,42-Soria,Hombres,2002,45860,567,341,,12.36,7.44,
5932,42-Soria,Hombres,2003,45651,536,356,,11.74,7.8,
5933,42-Soria,Hombres,2004,46048,621,353,,13.49,7.67,
5934,42-Soria,Hombres,2005,46693,597,379,,12.79,8.12,
5935,42-Soria,Hombres,2006,47110,593,375,,12.59,7.96,
5936,42-Soria,Hombres,2007,47174,571,377,,12.1,7.99,
5937,42-Soria,Hombres,2008,47881,597,399,,12.47,8.33,
5938,42-Soria,Hombres,2009,48286,580,382,,12.01,7.91,
5939,42-Soria,Hombres,2010,48400,593,382,,12.25,7.89,
5940,42-Soria,Hombres,2011,48347,569,357,,11.77,7.38,
5941,42-Soria,Hombres,2012,47979,566,360,,11.8,7.5,
5942,42-Soria,Hombres,2013,47336,548,343,,11.58,7.25,
5943,42-Soria,Hombres,2014,46723,593,331,,12.69,7.08,
5944,42-Soria,Hombres,2015,46077,614,329,,13.33,7.14,
5945,42-Soria,Hombres,2016,45595,609,318,353.0,13.36,6.97,7.74
5946,42-Soria,Hombres,2017,44986,562,304,374.0,12.49,6.76,8.31
5947,42-Soria,Hombres,2018,44800,580,295,395.0,12.95,6.58,8.82
5948,42-Soria,Hombres,2019,44814,585,322,509.0,13.05,7.19,11.36
5949,42-Soria,Hombres,2020,44927,766,300,355.0,17.05,6.68,7.9
5950,42-Soria,Hombres,2021,44920,595,267,567.0,13.25,5.94,12.62
5951,42-Soria,Hombres,2022,,637,301,586.0,,,
5952,42-Soria,Mujeres,1975,,481,558,,,,
5953,42-Soria,Mujeres,1976,,507,624,,,,
5954,42-Soria,Mujeres,1977,,508,607,,,,
5955,42-Soria,Mujeres,1978,,459,553,,,,
5956,42-Soria,Mujeres,1979,,418,541,,,,
5957,42-Soria,Mujeres,1980,,472,473,,,,
5958,42-Soria,Mujeres,1981,,454,476,,,,
5959,42-Soria,Mujeres,1982,,445,476,,,,
5960,42-Soria,Mujeres,1983,,468,447,,,,
5961,42-Soria,Mujeres,1984,,436,439,,,,
5962,42-Soria,Mujeres,1985,,471,445,,,,
5963,42-Soria,Mujeres,1986,,480,433,,,,
5964,42-Soria,Mujeres,1987,,440,433,,,,
5965,42-Soria,Mujeres,1988,,481,403,,,,
